Medio empleado;Sexo;Edad;Total
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 65 a 69 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 70 a 74 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 75 a 79 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 80 a 84 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 85 a 89 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 90 a 94 años;0
X72. Lesión autoinfligida intencionalmente por disparo de arma corta;Mujeres;De 95 años y más;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;Todas las edades;49
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;Menores de 15 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 15 a 29 años;8
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 30 a 39 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 40 a 44 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 45 a 49 años;7
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 50 a 54 años;4
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 55 a 59 años;7
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 60 a 64 años;6
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 65 a 69 años;3
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 70 a 74 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 75 a 79 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 80 a 84 años;3
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 85 a 89 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 90 a 94 años;1
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Ambos sexos;De 95 años y más;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;Todas las edades;46
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;Menores de 15 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 15 a 29 años;6
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 30 a 39 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 40 a 44 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 45 a 49 años;7
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 50 a 54 años;4
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 55 a 59 años;7
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 60 a 64 años;6
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 65 a 69 años;3
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 70 a 74 años;1
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 75 a 79 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 80 a 84 años;3
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 85 a 89 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 90 a 94 años;1
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Hombres;De 95 años y más;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;Todas las edades;3
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;Menores de 15 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 15 a 29 años;2
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 30 a 39 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 40 a 44 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 45 a 49 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 50 a 54 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 55 a 59 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 60 a 64 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 65 a 69 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 70 a 74 años;1
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 75 a 79 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 80 a 84 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 85 a 89 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 90 a 94 años;0
X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;Mujeres;De 95 años y más;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;Todas las edades;113
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;Menores de 15 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 15 a 29 años;8
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 30 a 39 años;20
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 40 a 44 años;8
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 45 a 49 años;13
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 50 a 54 años;16
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 55 a 59 años;11
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 60 a 64 años;11
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 65 a 69 años;3
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 70 a 74 años;10
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 75 a 79 años;5
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 80 a 84 años;6
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 85 a 89 años;1
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 90 a 94 años;1
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Ambos sexos;De 95 años y más;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;Todas las edades;109
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;Menores de 15 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 15 a 29 años;8
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 30 a 39 años;18
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 40 a 44 años;7
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 45 a 49 años;12
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 50 a 54 años;16
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 55 a 59 años;11
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 60 a 64 años;11
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 65 a 69 años;3
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 70 a 74 años;10
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 75 a 79 años;5
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 80 a 84 años;6
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 85 a 89 años;1
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 90 a 94 años;1
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Hombres;De 95 años y más;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;Todas las edades;4
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;Menores de 15 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 15 a 29 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 30 a 39 años;2
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 40 a 44 años;1
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 45 a 49 años;1
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 50 a 54 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 55 a 59 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 60 a 64 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 65 a 69 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 70 a 74 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 75 a 79 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 80 a 84 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 85 a 89 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 90 a 94 años;0
X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas;Mujeres;De 95 años y más;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;Todas las edades;5
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;Menores de 15 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 15 a 29 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 30 a 39 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 40 a 44 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 45 a 49 años;2
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 50 a 54 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 55 a 59 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 60 a 64 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 65 a 69 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 70 a 74 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 75 a 79 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 80 a 84 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 85 a 89 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 90 a 94 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Ambos sexos;De 95 años y más;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;Todas las edades;4
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;Menores de 15 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 15 a 29 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 30 a 39 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 40 a 44 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 45 a 49 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 50 a 54 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 55 a 59 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 60 a 64 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 65 a 69 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 70 a 74 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 75 a 79 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 80 a 84 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 85 a 89 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 90 a 94 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Hombres;De 95 años y más;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;Todas las edades;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;Menores de 15 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 15 a 29 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 30 a 39 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 40 a 44 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 45 a 49 años;1
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 50 a 54 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 55 a 59 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 60 a 64 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 65 a 69 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 70 a 74 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 75 a 79 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 80 a 84 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 85 a 89 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 90 a 94 años;0
X75. Lesión autoinfligida intencionalmente por material explosivo;Mujeres;De 95 años y más;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;Todas las edades;13
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;Menores de 15 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 15 a 29 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 30 a 39 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 40 a 44 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 45 a 49 años;3
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 50 a 54 años;3
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 55 a 59 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 60 a 64 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 65 a 69 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 70 a 74 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 75 a 79 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 80 a 84 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 85 a 89 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 90 a 94 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Ambos sexos;De 95 años y más;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;Todas las edades;9
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;Menores de 15 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 15 a 29 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 30 a 39 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 40 a 44 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 45 a 49 años;2
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 50 a 54 años;2
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 55 a 59 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 60 a 64 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 65 a 69 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 70 a 74 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 75 a 79 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 80 a 84 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 85 a 89 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 90 a 94 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Hombres;De 95 años y más;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;Todas las edades;4
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;Menores de 15 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 15 a 29 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 30 a 39 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 40 a 44 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 45 a 49 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 50 a 54 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 55 a 59 años;1
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 60 a 64 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 65 a 69 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 70 a 74 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 75 a 79 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 80 a 84 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 85 a 89 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 90 a 94 años;0
X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas;Mujeres;De 95 años y más;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;Todas las edades;2
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;Menores de 15 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 15 a 29 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 30 a 39 años;2
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 40 a 44 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 45 a 49 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 50 a 54 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 55 a 59 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 60 a 64 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 65 a 69 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 70 a 74 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 75 a 79 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 80 a 84 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 85 a 89 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 90 a 94 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Ambos sexos;De 95 años y más;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;Todas las edades;1
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;Menores de 15 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 15 a 29 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 30 a 39 años;1
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 40 a 44 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 45 a 49 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 50 a 54 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 55 a 59 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 60 a 64 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 65 a 69 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 70 a 74 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 75 a 79 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 80 a 84 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 85 a 89 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 90 a 94 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Hombres;De 95 años y más;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;Todas las edades;1
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;Menores de 15 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 15 a 29 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 30 a 39 años;1
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 40 a 44 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 45 a 49 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 50 a 54 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 55 a 59 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 60 a 64 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 65 a 69 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 70 a 74 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 75 a 79 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 80 a 84 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 85 a 89 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 90 a 94 años;0
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 95 años y más;0
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;Todas las edades;71
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;Menores de 15 años;0
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 15 a 29 años;4
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 30 a 39 años;10
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 40 a 44 años;4
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 45 a 49 años;6
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 50 a 54 años;6
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 55 a 59 años;10
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 60 a 64 años;1
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 65 a 69 años;6
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 70 a 74 años;4
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 75 a 79 años;2
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 80 a 84 años;8
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 85 a 89 años;7
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 90 a 94 años;1
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 95 años y más;2
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;Todas las edades;63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;Menores de 15 años;0
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 15 a 29 años;4
