Medio empleado;Sexo;Edad;Total
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;Todas las edades;0,27
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;Menores de 15 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 15 a 19 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 20 a 24 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 25 a 29 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 30 a 34 años;0,27
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 35 a 39 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 40 a 44 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 45 a 49 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 50 a 54 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 55 a 59 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 60 a 64 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 65 a 69 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 70 a 74 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 75 a 79 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 80 a 84 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 85 a 89 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 90 a 94 años;0,00
X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes;Mujeres;De 95 años y más;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;Todas las edades;19,30
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;Menores de 15 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 15 a 19 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 20 a 24 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 25 a 29 años;0,82
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 30 a 34 años;0,82
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 35 a 39 años;1,90
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 40 a 44 años;1,09
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 45 a 49 años;1,63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 50 a 54 años;1,63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 55 a 59 años;2,72
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 60 a 64 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 65 a 69 años;1,63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 70 a 74 años;1,09
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 75 a 79 años;0,54
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 80 a 84 años;2,17
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 85 a 89 años;1,90
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 90 a 94 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Ambos sexos;De 95 años y más;0,54
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;Todas las edades;17,12
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;Menores de 15 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 15 a 19 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 20 a 24 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 25 a 29 años;0,82
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 30 a 34 años;0,82
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 35 a 39 años;1,63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 40 a 44 años;0,82
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 45 a 49 años;1,63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 50 a 54 años;1,63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 55 a 59 años;1,90
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 60 a 64 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 65 a 69 años;1,09
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 70 a 74 años;1,09
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 75 a 79 años;0,54
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 80 a 84 años;2,17
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 85 a 89 años;1,63
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 90 a 94 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Hombres;De 95 años y más;0,54
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;Todas las edades;2,17
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;Menores de 15 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 15 a 19 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 20 a 24 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 25 a 29 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 30 a 34 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 35 a 39 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 40 a 44 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 45 a 49 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 50 a 54 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 55 a 59 años;0,82
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 60 a 64 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 65 a 69 años;0,54
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 70 a 74 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 75 a 79 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 80 a 84 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 85 a 89 años;0,27
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 90 a 94 años;0,00
X78. Lesión autoinfligida intencionalmente por objeto cortante;Mujeres;De 95 años y más;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;Todas las edades;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;Menores de 15 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 15 a 19 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 20 a 24 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 25 a 29 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 30 a 34 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 35 a 39 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 40 a 44 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 45 a 49 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 50 a 54 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 55 a 59 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 60 a 64 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 65 a 69 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 70 a 74 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 75 a 79 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 80 a 84 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 85 a 89 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 90 a 94 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Ambos sexos;De 95 años y más;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;Todas las edades;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;Menores de 15 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 15 a 19 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 20 a 24 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 25 a 29 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 30 a 34 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 35 a 39 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 40 a 44 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 45 a 49 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 50 a 54 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 55 a 59 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 60 a 64 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 65 a 69 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 70 a 74 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 75 a 79 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 80 a 84 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 85 a 89 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 90 a 94 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Hombres;De 95 años y más;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;Todas las edades;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;Menores de 15 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 15 a 19 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 20 a 24 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 25 a 29 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 30 a 34 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 35 a 39 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 40 a 44 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 45 a 49 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 50 a 54 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 55 a 59 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 60 a 64 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 65 a 69 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 70 a 74 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 75 a 79 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 80 a 84 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 85 a 89 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 90 a 94 años;0,00
X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo;Mujeres;De 95 años y más;0,00
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;Todas las edades;241,91
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;Menores de 15 años;2,17
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 15 a 19 años;4,35
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 20 a 24 años;4,62
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 25 a 29 años;9,79
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 30 a 34 años;10,33
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 35 a 39 años;18,21
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 40 a 44 años;20,66
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 45 a 49 años;17,12
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 50 a 54 años;28,54
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 55 a 59 años;25,01
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 60 a 64 años;14,68
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 65 a 69 años;15,22
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 70 a 74 años;19,57
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 75 a 79 años;14,68
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 80 a 84 años;16,85
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 85 a 89 años;13,86
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 90 a 94 años;4,89
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Ambos sexos;De 95 años y más;1,36
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;Todas las edades;142,97
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;Menores de 15 años;1,09
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 15 a 19 años;2,17
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 20 a 24 años;3,53
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 25 a 29 años;6,52
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 30 a 34 años;8,15
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 35 a 39 años;10,87
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 40 a 44 años;12,78
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 45 a 49 años;11,42
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 50 a 54 años;15,49
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 55 a 59 años;13,59
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 60 a 64 años;7,34
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 65 a 69 años;6,80
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 70 a 74 años;9,24
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 75 a 79 años;7,61
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 80 a 84 años;11,69
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 85 a 89 años;10,06
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 90 a 94 años;3,81
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Hombres;De 95 años y más;0,82
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;Todas las edades;98,94
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;Menores de 15 años;1,09
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 15 a 19 años;2,17
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 20 a 24 años;1,09
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 25 a 29 años;3,26
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 30 a 34 años;2,17
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 35 a 39 años;7,34
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 40 a 44 años;7,88
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 45 a 49 años;5,71
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 50 a 54 años;13,05
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 55 a 59 años;11,42
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 60 a 64 años;7,34
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 65 a 69 años;8,43
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 70 a 74 años;10,33
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 75 a 79 años;7,07
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 80 a 84 años;5,16
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 85 a 89 años;3,81
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 90 a 94 años;1,09
X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;Mujeres;De 95 años y más;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;Todas las edades;17,40
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;Menores de 15 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 15 a 19 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 20 a 24 años;1,36
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 25 a 29 años;1,63
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 30 a 34 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 35 a 39 años;1,36
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 40 a 44 años;2,17
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 45 a 49 años;2,17
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 50 a 54 años;1,63
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 55 a 59 años;1,36
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 60 a 64 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 65 a 69 años;1,63
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 70 a 74 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 75 a 79 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 80 a 84 años;0,82
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 85 a 89 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 90 a 94 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Ambos sexos;De 95 años y más;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;Todas las edades;13,59
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;Menores de 15 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 15 a 19 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 20 a 24 años;1,09
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 25 a 29 años;1,36
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 30 a 34 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 35 a 39 años;1,09
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 40 a 44 años;1,63
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 45 a 49 años;1,63
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 50 a 54 años;1,63
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 55 a 59 años;1,09
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 60 a 64 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 65 a 69 años;1,09
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 70 a 74 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 75 a 79 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 80 a 84 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 85 a 89 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 90 a 94 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Hombres;De 95 años y más;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;Todas las edades;3,81
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;Menores de 15 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 15 a 19 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 20 a 24 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 25 a 29 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 30 a 34 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 35 a 39 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 40 a 44 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 45 a 49 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 50 a 54 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 55 a 59 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 60 a 64 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 65 a 69 años;0,54
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 70 a 74 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 75 a 79 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 80 a 84 años;0,27
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 85 a 89 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 90 a 94 años;0,00
X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;Mujeres;De 95 años y más;0,00
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;Todas las edades;11,42
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;Menores de 15 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 15 a 19 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 20 a 24 años;0,82
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 25 a 29 años;0,27
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 30 a 34 años;1,09
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 35 a 39 años;2,17
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 40 a 44 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 45 a 49 años;1,36
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 50 a 54 años;1,63
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 55 a 59 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 60 a 64 años;0,54
X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;Ambos sexos;De 65 a 69 años;0,54
